mmsi,lat,lon
27,30.396928701126065,121.82498596666865
27,30.396685691565104,121.82478905778208
27,30.396914558409545,121.82488979184384
27,30.39669672343477,121.82394926070752
27,30.397948792500962,121.82527371538747
27,30.396941558125448,121.8247868972384
28,30.396928701126065,121.82498596666865
28,30.396685691565104,121.82478905778208
28,30.396914558409545,121.82488979184384
28,30.39669672343477,121.82394926070752
28,30.397948792500962,121.82527371538747
28,30.396941558125448,121.8247868972384
29,30.396928701126065,121.82498596666865
29,30.396685691565104,121.82478905778208
29,30.396914558409545,121.82488979184384
29,30.39669672343477,121.82394926070752
29,30.397948792500962,121.82527371538747
29,30.396941558125448,121.8247868972384
30,30.396928701126065,121.82498596666865
30,30.396685691565104,121.82478905778208
30,30.396914558409545,121.82488979184384
30,30.39669672343477,121.82394926070752
30,30.397948792500962,121.82527371538747
30,30.396941558125448,121.8247868972384
31,30.396928701126065,121.82498596666865
31,30.396685691565104,121.82478905778208
31,30.396914558409545,121.82488979184384
31,30.39669672343477,121.82394926070752
31,30.397948792500962,121.82527371538747
31,30.396941558125448,121.8247868972384
32,30.396928701126065,121.82498596666865
32,30.396685691565104,121.82478905778208
32,30.396914558409545,121.82488979184384
32,30.39669672343477,121.82394926070752
32,30.397948792500962,121.82527371538747
32,30.396941558125448,121.8247868972384
33,30.396928701126065,121.82498596666865
33,30.396685691565104,121.82478905778208
33,30.396914558409545,121.82488979184384
33,30.39669672343477,121.82394926070752
33,30.397948792500962,121.82527371538747
33,30.396941558125448,121.8247868972384
34,30.396928701126065,121.82498596666865
34,30.396685691565104,121.82478905778208
34,30.396914558409545,121.82488979184384
34,30.39669672343477,121.82394926070752
34,30.397948792500962,121.82527371538747
34,30.396941558125448,121.8247868972384
35,30.396928701126065,121.82498596666865
35,30.396685691565104,121.82478905778208
35,30.396914558409545,121.82488979184384
35,30.39669672343477,121.82394926070752
35,30.397948792500962,121.82527371538747
35,30.396941558125448,121.8247868972384
36,30.396928701126065,121.82498596666865
36,30.396685691565104,121.82478905778208
36,30.396914558409545,121.82488979184384
36,30.39669672343477,121.82394926070752
36,30.397948792500962,121.82527371538747
36,30.396941558125448,121.8247868972384
37,30.396928701126065,121.82498596666865
37,30.396685691565104,121.82478905778208
37,30.396914558409545,121.82488979184384
37,30.39669672343477,121.82394926070752
37,30.397948792500962,121.82527371538747
37,30.396941558125448,121.8247868972384
38,30.396928701126065,121.82498596666865
38,30.396685691565104,121.82478905778208
38,30.396914558409545,121.82488979184384
38,30.39669672343477,121.82394926070752
38,30.397948792500962,121.82527371538747
38,30.396941558125448,121.8247868972384
39,30.396928701126065,121.82498596666865
39,30.396685691565104,121.82478905778208
39,30.396914558409545,121.82488979184384
39,30.39669672343477,121.82394926070752
39,30.397948792500962,121.82527371538747
39,30.396941558125448,121.8247868972384
40,30.396928701126065,121.82498596666865
40,30.396685691565104,121.82478905778208
40,30.396914558409545,121.82488979184384
40,30.39669672343477,121.82394926070752
40,30.397948792500962,121.82527371538747
40,30.396941558125448,121.8247868972384
41,30.396928701126065,121.82498596666865
41,30.396685691565104,121.82478905778208
41,30.396914558409545,121.82488979184384
41,30.39669672343477,121.82394926070752
41,30.397948792500962,121.82527371538747
41,30.396941558125448,121.8247868972384
42,30.396928701126065,121.82498596666865
42,30.396685691565104,121.82478905778208
42,30.396914558409545,121.82488979184384
42,30.39669672343477,121.82394926070752
42,30.397948792500962,121.82527371538747
42,30.396941558125448,121.8247868972384
43,30.396928701126065,121.82498596666865
43,30.396685691565104,121.82478905778208
43,30.396914558409545,121.82488979184384
43,30.39669672343477,121.82394926070752
43,30.397948792500962,121.82527371538747
43,30.396941558125448,121.8247868972384
44,30.396928701126065,121.82498596666865
44,30.396685691565104,121.82478905778208
44,30.396914558409545,121.82488979184384
44,30.39669672343477,121.82394926070752
44,30.397948792500962,121.82527371538747
44,30.396941558125448,121.8247868972384
45,30.396928701126065,121.82498596666865
45,30.396685691565104,121.82478905778208
45,30.396914558409545,121.82488979184384
45,30.39669672343477,121.82394926070752
45,30.397948792500962,121.82527371538747
45,30.396941558125448,121.8247868972384
46,30.396928701126065,121.82498596666865
46,30.396685691565104,121.82478905778208
46,30.396914558409545,121.82488979184384
46,30.39669672343477,121.82394926070752
46,30.397948792500962,121.82527371538747
46,30.396941558125448,121.8247868972384
47,30.396928701126065,121.82498596666865
47,30.396685691565104,121.82478905778208
47,30.396914558409545,121.82488979184384
47,30.39669672343477,121.82394926070752
47,30.397948792500962,121.82527371538747
47,30.396941558125448,121.8247868972384
48,30.396928701126065,121.82498596666865
48,30.396685691565104,121.82478905778208
48,30.396914558409545,121.82488979184384
48,30.39669672343477,121.82394926070752
48,30.397948792500962,121.82527371538747
48,30.396941558125448,121.8247868972384
49,30.396928701126065,121.82498596666865
49,30.396685691565104,121.82478905778208
49,30.396914558409545,121.82488979184384
49,30.39669672343477,121.82394926070752
49,30.397948792500962,121.82527371538747
49,30.396941558125448,121.8247868972384
50,30.396928701126065,121.82498596666865
50,30.396685691565104,121.82478905778208
50,30.396914558409545,121.82488979184384
50,30.39669672343477,121.82394926070752
50,30.397948792500962,121.82527371538747
50,30.396941558125448,121.8247868972384
51,30.396928701126065,121.82498596666865
51,30.396685691565104,121.82478905778208
51,30.396914558409545,121.82488979184384
51,30.39669672343477,121.82394926070752
51,30.397948792500962,121.82527371538747
51,30.396941558125448,121.8247868972384
52,30.396928701126065,121.82498596666865
52,30.396685691565104,121.82478905778208
52,30.396914558409545,121.82488979184384
52,30.39669672343477,121.82394926070752
52,30.397948792500962,121.82527371538747
52,30.396941558125448,121.8247868972384
53,30.396928701126065,121.82498596666865
53,30.396685691565104,121.82478905778208
53,30.396914558409545,121.82488979184384
53,30.39669672343477,121.82394926070752
53,30.397948792500962,121.82527371538747
53,30.396941558125448,121.8247868972384
54,30.396928701126065,121.82498596666865
54,30.396685691565104,121.82478905778208
54,30.396914558409545,121.82488979184384
54,30.39669672343477,121.82394926070752
54,30.397948792500962,121.82527371538747
54,30.396941558125448,121.8247868972384
55,30.396928701126065,121.82498596666865
55,30.396685691565104,121.82478905778208
55,30.396914558409545,121.82488979184384
55,30.39669672343477,121.82394926070752
55,30.397948792500962,121.82527371538747
55,30.396941558125448,121.8247868972384
56,30.396928701126065,121.82498596666865
56,30.396685691565104,121.82478905778208
56,30.396914558409545,121.82488979184384
56,30.39669672343477,121.82394926070752
56,30.397948792500962,121.82527371538747
56,30.396941558125448,121.8247868972384
57,30.396928701126065,121.82498596666865
57,30.396685691565104,121.82478905778208
57,30.396914558409545,121.82488979184384
57,30.39669672343477,121.82394926070752
57,30.397948792500962,121.82527371538747
57,30.396941558125448,121.8247868972384
58,30.396928701126065,121.82498596666865
58,30.396685691565104,121.82478905778208
58,30.396914558409545,121.82488979184384
58,30.39669672343477,121.82394926070752
58,30.397948792500962,121.82527371538747
58,30.396941558125448,121.8247868972384
59,30.396928701126065,121.82498596666865
59,30.396685691565104,121.82478905778208
59,30.396914558409545,121.82488979184384
59,30.39669672343477,121.82394926070752
59,30.397948792500962,121.82527371538747
59,30.396941558125448,121.8247868972384
60,30.396928701126065,121.82498596666865
60,30.396685691565104,121.82478905778208
60,30.396914558409545,121.82488979184384
60,30.39669672343477,121.82394926070752
60,30.397948792500962,121.82527371538747
60,30.396941558125448,121.8247868972384
61,30.396928701126065,121.82498596666865
61,30.396685691565104,121.82478905778208
61,30.396914558409545,121.82488979184384
61,30.39669672343477,121.82394926070752
61,30.397948792500962,121.82527371538747
61,30.396941558125448,121.8247868972384
62,30.396928701126065,121.82498596666865
62,30.396685691565104,121.82478905778208
62,30.396914558409545,121.82488979184384
62,30.39669672343477,121.82394926070752
62,30.397948792500962,121.82527371538747
62,30.396941558125448,121.8247868972384
63,30.396928701126065,121.82498596666865
63,30.396685691565104,121.82478905778208
63,30.396914558409545,121.82488979184384
